,price,bedrooms,bathrooms,sqft_living,floors,waterfront,sqft_basement,yr_built,lat,long,sqft_lot15,month,renovated
91,1099880.0,5,2.75,3520,2.0,0,0,2001,47.6506,-122.391,6250,3,0
92,153000.0,3,1.0,1200,1.0,0,0,1962,47.321999999999996,-122.351,10500,2,0
93,430000.0,3,1.5,1580,1.0,0,290,1939,47.687,-122.38600000000001,4500,7,0
94,700000.0,3,1.5,1580,1.0,0,290,1939,47.687,-122.38600000000001,4500,12,0
95,905000.0,4,2.5,3300,1.0,0,910,1946,47.5873,-122.249,6045,9,1
96,247500.0,3,1.75,1960,1.0,0,0,1967,47.3576,-122.277,15616,3,0
97,199000.0,4,1.5,1160,1.0,0,0,1975,47.3036,-122.37799999999999,6400,9,0
98,314000.0,3,1.75,1810,1.0,0,600,1980,47.4109,-121.958,135036,7,0
99,437500.0,3,2.5,2320,2.0,0,0,1992,47.4838,-121.714,35065,5,0
100,850830.0,3,2.5,2070,1.5,0,800,1910,47.6415,-122.315,4500,6,0
101,555000.0,3,2.0,1980,1.5,0,540,1929,47.6775,-122.37200000000001,3478,10,0
102,699950.0,3,2.25,2190,2.0,0,0,1983,47.7731,-122.08,47777,12,0
103,1088000.0,3,2.5,2920,2.0,0,0,1950,47.5814,-122.196,8113,10,1
104,290000.0,3,1.0,1210,1.0,0,0,1954,47.4375,-122.184,14910,9,0
105,375000.0,3,2.5,2340,1.0,0,880,1978,47.4431,-122.133,8162,4,0
106,460000.0,3,1.0,1670,1.5,0,500,1939,47.6878,-122.38,4005,5,0
107,188500.0,2,1.75,1240,1.0,0,0,1985,47.3813,-122.322,4966,7,0
108,680000.0,4,2.5,3140,2.0,0,0,1991,47.7304,-122.08200000000001,35001,3,0
109,470000.0,5,1.75,2030,2.0,0,0,1942,47.6417,-122.109,9433,8,0
110,597750.0,4,2.5,2310,2.0,0,0,1984,47.5386,-122.053,9636,7,0
111,570000.0,3,1.75,1260,1.0,0,560,1905,47.6823,-122.34899999999999,3536,3,0
112,272500.0,3,1.75,1540,1.0,0,380,1980,47.3624,-122.031,11656,9,0
113,329950.0,3,1.75,2080,1.0,0,1000,1971,47.5474,-122.295,5500,11,0
114,480000.0,4,2.5,3230,2.0,0,710,2001,47.3183,-122.25299999999999,8517,10,0
115,740500.0,3,3.5,4380,2.0,0,1600,1900,47.6981,-122.368,6350,11,1
116,518500.0,3,3.5,1590,3.0,0,0,2010,47.6824,-122.34700000000001,3166,6,0
117,205425.0,2,1.0,880,1.0,0,0,1945,47.5009,-122.24799999999999,6780,6,0
118,171800.0,4,2.0,1570,1.0,0,0,1950,47.4965,-122.303,9000,1,0
119,535000.0,4,1.0,1610,1.5,0,0,1925,47.586999999999996,-122.294,4040,5,0
120,660000.0,3,2.5,2400,1.0,0,840,1964,47.7728,-122.38600000000001,10856,1,0
121,391500.0,3,2.0,1450,1.0,0,0,1987,47.7288,-122.226,9104,11,0
122,395000.0,2,1.0,770,1.0,0,0,1953,47.6999,-122.36399999999999,6000,4,0
123,445000.0,4,1.75,2100,1.5,0,380,1924,47.5299,-122.266,4400,11,0
124,770000.0,3,2.25,2910,2.0,0,0,1990,47.6897,-122.098,13992,6,0
125,1450000.0,4,2.75,2750,1.5,0,770,1914,47.6141,-122.212,11275,3,1
126,445000.0,3,2.25,2100,1.0,0,480,1967,47.5091,-122.244,8712,7,0
127,260000.0,4,2.25,2160,1.0,0,800,1978,47.3129,-122.39,8400,7,0
128,822500.0,5,3.5,2320,2.0,0,600,1926,47.6763,-122.352,4960,6,0
129,430000.0,4,2.5,2070,2.0,0,0,2004,47.5319,-121.85,3748,4,0
130,212000.0,3,1.75,1060,1.0,0,0,1986,47.2761,-122.152,7680,1,0
131,660500.0,4,2.25,2010,1.0,0,570,1986,47.5343,-122.054,9793,4,0
132,784000.0,3,3.5,3950,1.5,0,1490,1989,47.696999999999996,-122.072,88500,6,0
133,453246.0,3,2.5,2010,2.0,0,620,2014,47.5517,-121.99799999999999,1662,5,0
134,675000.0,4,3.5,2140,3.0,0,0,2005,47.6734,-122.38,2285,1,0
135,199000.0,3,1.75,1320,1.0,0,0,1956,47.3257,-122.296,19265,8,0
136,220000.0,4,1.75,2020,1.0,0,1010,1968,47.3309,-122.29899999999999,8140,8,0
137,452000.0,4,2.25,2590,1.0,0,1250,1968,47.7689,-122.266,10436,5,0
138,382500.0,2,1.0,1190,1.0,0,0,1981,47.7135,-122.287,5715,7,0
139,519950.0,3,2.25,1170,3.0,0,0,2014,47.6722,-122.381,1310,5,0
140,665000.0,2,1.0,1110,1.0,0,0,1925,47.6338,-122.35799999999999,3600,6,0
141,527700.0,5,2.5,2820,1.0,0,1270,1968,47.5707,-122.12799999999999,9375,7,0
142,205000.0,3,1.0,1610,1.0,0,600,1962,47.4563,-122.171,8579,5,0
143,420000.0,3,1.0,1060,1.0,0,120,1923,47.7144,-122.351,7940,4,0
144,500000.0,4,2.25,2030,1.0,0,650,1961,47.5495,-122.17399999999999,8824,2,0
145,921500.0,4,2.5,3670,2.0,0,0,1994,47.7421,-122.02600000000001,87991,12,0
146,890000.0,4,1.0,2550,2.0,0,180,1905,47.6354,-122.353,4000,6,0
147,430000.0,2,2.5,2420,2.0,0,0,2007,47.5262,-121.943,193842,8,0
148,258000.0,5,2.0,2260,1.0,0,1130,1960,47.3887,-122.286,18000,10,0
149,511000.0,3,1.0,1430,1.0,0,450,1947,47.6873,-122.336,4599,11,0
150,532170.0,3,2.0,1360,2.0,0,0,1990,47.6838,-122.353,3090,8,0
151,560000.0,3,1.0,1110,1.5,0,0,1947,47.655,-122.359,5000,4,0
152,282950.0,3,1.0,1250,1.0,0,0,1954,47.3255,-122.304,8633,3,0
153,2250000.0,4,3.25,5180,2.0,0,1640,2006,47.562,-122.162,9750,4,0
154,350000.0,1,1.0,700,1.0,0,0,1942,47.678999999999995,-122.3,5100,5,0
155,215000.0,3,1.0,1180,1.0,0,0,1967,47.4479,-122.176,7669,7,0
156,650000.0,5,3.5,3960,2.0,0,1460,1996,47.525,-122.17200000000001,13675,11,0
157,320000.0,4,2.75,2640,1.0,0,1020,1967,47.3135,-122.369,7875,8,0
158,247000.0,3,2.0,1270,1.5,0,0,1916,47.2086,-121.99600000000001,7198,11,1
159,320000.0,4,1.75,1760,1.0,0,0,1968,47.4715,-122.118,11180,10,0
160,255000.0,5,2.25,2060,1.0,0,1030,1962,47.4877,-122.335,11680,5,0
161,438000.0,3,1.75,1780,1.0,0,0,1962,47.7171,-122.193,9660,3,0
162,900000.0,3,2.5,3400,2.0,0,0,2000,47.6012,-122.023,12601,3,0
163,441000.0,3,2.75,1910,1.0,0,750,1979,47.7319,-122.22399999999999,8152,6,0
164,420000.0,3,2.0,2020,1.0,0,1010,1975,47.4582,-122.023,36590,8,0
165,370000.0,3,1.75,1580,1.0,0,400,1976,47.7209,-122.16799999999999,7500,12,0
166,269950.0,2,1.75,1340,1.0,0,640,1949,47.408,-122.32700000000001,9750,2,0
167,807100.0,4,2.5,2680,2.0,0,0,1999,47.565,-122.125,4500,3,0
168,653000.0,3,2.5,2680,1.0,0,1070,1979,47.7028,-122.23100000000001,8750,6,0
169,371500.0,3,2.0,1370,1.0,0,0,1964,47.7458,-122.331,7288,6,0
170,284000.0,3,1.75,1560,1.0,0,0,1954,47.4776,-122.337,7920,3,0
171,272000.0,3,1.75,2160,1.0,0,490,1978,47.3026,-122.374,7350,1,0
172,313000.0,3,1.5,1340,1.5,0,0,1955,47.7658,-122.339,7940,5,0
173,917500.0,4,2.5,3880,2.0,0,1310,1984,47.6477,-122.182,35230,1,0
174,673000.0,4,2.25,2590,2.0,0,0,1980,47.5619,-122.125,8335,9,0
175,425000.0,3,2.5,1120,2.0,0,300,2008,47.6106,-122.31,1795,2,0
176,399950.0,5,2.75,1970,1.0,0,650,1986,47.5868,-122.30799999999999,2150,7,0
177,385000.0,3,1.0,1220,1.0,0,0,1901,47.6101,-122.307,4800,5,0
178,269950.0,3,1.5,1950,1.0,0,630,1975,47.1976,-121.999,8941,11,0
179,330000.0,2,1.0,1350,1.0,0,290,1949,47.7224,-122.35799999999999,8280,1,0
180,260000.0,3,2.5,1670,2.0,0,0,1988,47.3505,-122.179,6183,7,0
181,470000.0,4,3.0,2380,1.5,0,700,1925,47.5384,-122.376,5375,4,0
182,589000.0,4,3.0,2440,2.0,0,0,1961,47.7044,-122.2,9600,6,0
183,163500.0,2,1.5,1050,2.0,0,0,1996,47.3848,-122.039,3417,7,0
184,835000.0,4,2.75,3130,2.0,0,990,1993,47.6993,-122.102,9984,9,0
185,1095000.0,5,3.0,4090,1.0,0,2000,1986,47.6627,-122.18799999999999,10270,11,0
186,269000.0,4,1.75,1490,1.0,0,390,1969,47.3099,-122.37899999999999,8910,4,0
187,560000.0,3,2.5,1900,2.0,0,0,1987,47.62,-122.04299999999999,8744,5,0
188,615000.0,4,1.0,1330,1.5,0,0,1901,47.65,-122.34,4400,4,0
189,585188.0,3,2.25,2230,1.0,0,800,1975,47.6647,-122.15299999999999,9340,12,0
190,305000.0,3,1.75,1650,1.0,0,430,1977,47.726000000000006,-122.191,8400,8,0
191,166950.0,3,1.0,1190,1.0,0,0,1959,47.4616,-122.184,7980,11,0
192,799000.0,3,2.5,2140,1.0,0,0,1959,47.5505,-122.219,10083,9,0
193,400000.0,3,2.5,2180,1.0,0,760,1962,47.7606,-122.336,7818,6,0
194,230000.0,3,1.0,1060,1.0,0,0,1948,47.7481,-122.3,10228,12,0
195,256883.0,3,2.5,1690,2.0,0,0,2003,47.2779,-122.34700000000001,5001,5,0
196,423000.0,4,2.0,1970,1.5,0,840,1920,47.5511,-122.31200000000001,6480,11,0
197,465000.0,3,2.5,2150,2.0,0,0,2007,47.5488,-122.37200000000001,2385,7,0
198,440000.0,3,2.5,1910,2.0,0,0,1997,47.5385,-121.911,67268,1,0
199,385000.0,3,1.75,1350,1.0,0,0,1969,47.4058,-121.994,50965,10,0
200,210000.0,3,1.0,860,1.0,0,0,1943,47.5093,-122.184,9514,3,0
201,297000.0,3,2.5,1940,2.0,0,0,1994,47.3777,-122.165,10450,11,0
202,470000.0,3,1.0,1010,1.0,0,0,1952,47.675,-122.39399999999999,5000,7,0
203,226500.0,3,1.5,1300,1.0,0,400,1976,47.3025,-122.37,7500,8,0
204,274250.0,3,1.0,910,1.0,0,0,1962,47.4787,-122.15799999999999,8040,3,0
205,840000.0,4,1.75,2480,1.0,0,850,1966,47.5378,-122.219,10744,8,0
206,677900.0,3,2.5,2440,2.0,0,0,2010,47.7073,-122.11399999999999,4587,9,0
207,425000.0,3,1.0,1010,1.0,0,0,1915,47.5733,-122.381,5000,2,0
208,180250.0,2,0.75,900,1.0,0,0,1941,47.4604,-122.339,14280,11,0
209,464000.0,6,3.0,2300,2.0,0,700,1920,47.7067,-122.34299999999999,1312,7,1
210,320000.0,4,2.25,1550,2.0,0,0,1993,47.354,-122.04700000000001,6397,4,0
211,625504.0,3,2.25,1270,2.0,0,210,2014,47.6647,-122.28399999999999,1327,7,0
212,592500.0,4,2.5,2240,1.0,0,0,1983,47.6143,-122.01700000000001,12368,5,0
213,465000.0,3,2.5,2714,2.0,0,0,2005,47.3185,-122.275,18386,1,0
214,477000.0,4,2.75,1720,2.0,0,0,1978,47.5458,-122.26799999999999,8700,5,0
215,280000.0,2,1.0,850,1.0,0,0,1923,47.4889,-122.29899999999999,14459,1,0
216,1505000.0,5,3.0,3300,1.0,0,1430,1957,47.5673,-122.21,20953,2,1
217,445838.0,3,2.5,2250,2.0,0,0,2000,47.5133,-122.37899999999999,5390,7,0
218,1072000.0,2,2.25,3900,1.0,0,1950,1947,47.5884,-122.291,5184,8,0
219,467000.0,2,1.5,1320,1.0,0,0,1947,47.7145,-122.367,12040,10,0
220,686000.0,4,2.5,2760,2.0,0,0,1999,47.5836,-122.02600000000001,8127,8,0
221,279950.0,3,2.0,1750,1.0,0,400,1961,47.398,-122.29899999999999,10125,6,0
222,527000.0,4,2.25,2330,2.0,0,0,1987,47.7663,-122.215,10055,9,0
223,325000.0,3,2.25,2220,1.0,0,440,1966,47.3758,-122.21700000000001,9583,9,0
224,328000.0,3,2.25,2020,2.0,0,0,1994,47.3828,-122.023,8031,9,0
225,390000.0,3,2.25,1250,1.0,0,0,1942,47.5123,-122.37299999999999,7392,6,0
226,479950.0,2,2.0,1510,1.0,0,0,2005,47.7076,-122.01299999999999,6009,3,0
227,264950.0,4,2.25,1720,1.0,0,600,1978,47.2922,-122.37100000000001,9753,5,0
228,235000.0,3,1.0,1430,1.0,0,450,1961,47.4075,-122.214,13068,1,0
229,516500.0,3,2.5,1480,2.0,0,0,2004,47.6794,-122.03399999999999,4729,3,0
230,655000.0,2,1.75,1450,2.0,1,220,1915,47.4497,-122.375,13193,4,1
231,500000.0,4,2.75,2280,1.0,0,0,1960,47.5218,-122.164,15347,6,0
232,315000.0,6,2.75,2940,1.0,0,1160,1978,47.3103,-122.339,8236,11,0
233,213000.0,2,1.0,1000,1.0,0,0,1961,47.5687,-121.899,13702,11,0
234,475000.0,3,1.5,2480,1.5,0,860,1947,47.5575,-122.303,4800,9,0
235,1025000.0,5,4.0,3760,2.0,0,0,1983,47.6489,-122.18299999999999,35096,6,0
236,416000.0,3,2.0,2220,1.0,0,580,1976,47.3459,-121.95,80100,4,0
237,410000.0,4,1.0,1970,1.5,0,300,1904,47.6136,-122.303,4740,3,1
238,800000.0,3,3.5,3830,2.0,0,300,1993,47.7641,-122.023,148539,7,0
239,472000.0,6,2.5,4410,1.0,0,2060,1965,47.3376,-122.324,13988,5,0
240,225000.0,3,1.75,1430,1.0,0,0,1968,47.3173,-122.319,8640,12,0
241,210000.0,2,1.0,830,1.0,0,0,1940,47.5308,-122.376,4960,10,0
242,455000.0,2,1.0,1430,1.5,0,0,1925,47.6727,-122.29899999999999,3750,1,0
243,225000.0,3,1.0,1300,1.0,0,0,1954,47.3221,-122.21600000000001,8316,4,0
244,480000.0,2,1.0,1030,1.0,0,240,1918,47.6779,-122.353,3060,8,0
245,363000.0,3,2.5,2740,2.0,0,0,1990,47.3076,-122.395,10377,2,0
246,2400000.0,4,2.5,3650,1.0,1,1820,2000,47.6338,-122.072,18841,9,0
247,181000.0,2,1.5,720,1.0,0,0,1954,47.5218,-122.35700000000001,2566,2,0
248,250000.0,4,2.0,2010,1.0,0,0,1976,47.2785,-122.213,7650,3,0
249,481000.0,3,1.75,1560,1.0,0,790,1918,47.6846,-122.345,3000,4,0
250,260000.0,3,2.0,1810,1.0,0,570,1978,47.3656,-122.27799999999999,7209,9,0
251,455000.0,4,2.5,3360,2.0,0,0,2001,47.4369,-122.111,6567,5,0
252,415000.0,3,2.25,1510,2.0,0,0,1991,47.4616,-121.711,36224,4,0
253,349500.0,3,1.0,1400,1.0,0,600,1953,47.5405,-122.27,6331,4,0
254,245000.0,3,2.5,1730,2.0,0,0,1987,47.3507,-122.178,6458,9,0
255,592500.0,2,2.0,1420,1.5,0,0,1928,47.6979,-122.32,6816,5,0
256,385000.0,4,1.75,2360,1.0,0,1180,1955,47.5278,-122.345,7620,10,0
257,315000.0,3,1.75,1580,1.0,0,380,1974,47.4756,-122.147,10650,2,0
258,255000.0,3,1.0,1230,1.0,0,0,1979,47.4437,-121.772,10098,11,0
259,693000.0,4,2.5,2460,2.0,0,0,2006,47.7048,-122.109,5659,8,0
260,780000.0,3,1.0,1660,1.5,0,200,1911,47.6362,-122.302,4400,12,0
261,237000.0,3,1.75,1270,1.0,0,0,1960,47.4207,-122.29,8470,10,0
262,525000.0,3,2.25,2100,2.0,0,780,1979,47.6154,-122.04700000000001,33450,12,0
263,425000.0,2,1.0,770,1.0,0,0,1930,47.5964,-122.29899999999999,2580,4,0
264,369900.0,1,0.75,760,1.0,1,0,1936,47.4683,-122.43799999999999,14267,10,0
265,290000.0,4,2.5,1700,2.0,0,0,1988,47.4045,-122.171,7475,5,0
266,285000.0,3,1.0,1120,1.0,0,0,1954,47.5544,-122.35799999999999,6350,9,0
267,415000.0,2,1.0,1070,1.0,0,0,1937,47.6802,-122.29,4465,8,0
268,272500.0,3,2.5,2070,1.0,0,650,1979,47.2988,-122.37100000000001,8250,4,0
269,2900000.0,4,3.25,5050,1.5,0,300,1982,47.6312,-122.223,20060,5,1
270,1365000.0,4,4.75,5310,2.0,0,0,1989,47.7285,-122.042,47443,10,0
271,436000.0,2,1.0,1040,1.0,0,0,1939,47.7107,-122.352,7530,5,0
272,210000.0,3,1.0,1700,1.0,0,0,1967,47.3271,-122.323,8164,10,0
273,236000.0,3,1.0,1300,1.0,0,0,1961,47.5053,-122.255,7619,9,0
274,331000.0,3,1.75,1080,1.0,0,500,1954,47.6601,-122.4,2225,11,1
275,365000.0,3,2.5,2653,2.0,0,0,2006,47.4145,-122.166,4927,3,0
276,450000.0,3,2.0,2290,1.0,0,0,1960,47.4672,-122.165,10530,1,0
277,770000.0,4,2.75,3820,2.0,0,970,2014,47.7618,-122.26100000000001,12136,11,0
278,455000.0,4,2.5,2210,1.0,0,0,1997,47.3828,-122.071,49385,5,0
279,405000.0,3,1.75,2390,1.0,0,1150,1908,47.5362,-122.26799999999999,6000,5,0
280,304900.0,4,1.75,2600,1.0,0,990,1969,47.3954,-122.206,11088,7,0
281,170000.0,2,1.0,860,1.0,0,0,1931,47.5048,-122.272,8775,2,0
282,2050000.0,5,3.0,3830,2.0,0,1200,1905,47.6166,-122.287,7556,5,1
283,780000.0,4,2.5,3500,2.0,0,0,2005,47.6811,-122.025,7864,6,0
284,330000.0,3,3.0,2420,1.0,0,680,1988,47.7486,-122.23,13300,4,0
285,370000.0,4,2.5,2720,2.0,0,0,1992,47.3846,-122.169,8100,9,0
286,467000.0,5,2.25,2500,1.0,0,650,1979,47.7564,-122.14399999999999,9750,10,0
287,405000.0,3,1.75,1670,1.0,0,530,1980,47.7198,-122.193,7320,2,0
288,675000.0,5,2.25,2900,1.0,0,1450,1985,47.5461,-122.15100000000001,10300,7,0
289,500000.0,2,1.0,1640,1.0,0,500,1954,47.5712,-122.14299999999999,13527,8,0
290,389999.0,4,2.5,1890,2.0,0,0,1968,47.4281,-122.34299999999999,15256,7,0
291,630000.0,4,1.75,2950,1.0,0,1170,1975,47.7128,-122.223,9600,2,0
292,360000.0,4,2.5,2160,2.0,0,0,1992,47.3341,-122.255,9937,10,0
293,580000.0,4,3.0,3280,2.0,0,1010,1986,47.5399,-122.181,11004,10,0
294,550000.0,3,2.0,1970,2.0,0,700,1929,47.5717,-122.375,4166,7,0
295,879000.0,4,2.5,3360,2.0,0,0,1994,47.5951,-122.01700000000001,11374,7,0
296,265000.0,3,2.0,1320,1.0,0,0,1993,47.3536,-122.14399999999999,7316,8,0
297,446500.0,3,2.5,2650,2.0,0,0,1990,47.5084,-122.154,7220,3,0
298,404000.0,3,1.5,2030,1.0,0,700,1963,47.5586,-122.311,5592,6,0
299,267500.0,3,1.75,1590,1.0,0,500,1957,47.4427,-122.274,9052,5,0
300,3075000.0,4,5.0,4550,1.0,1,1950,2002,47.6053,-122.07700000000001,19508,6,0
301,335000.0,3,2.5,2440,2.0,0,0,1998,47.3494,-122.301,7903,8,0
302,576000.0,3,2.5,1940,1.0,0,970,1948,47.6933,-122.39299999999999,7310,6,0
303,208633.0,3,2.5,2040,2.0,0,0,2006,47.3537,-122.0,4590,4,0
304,315000.0,3,2.25,2200,1.0,0,1080,1964,47.476000000000006,-122.337,10139,1,0
305,725000.0,3,1.75,1920,1.0,0,960,1913,47.6239,-122.29799999999999,4000,2,0
306,550000.0,4,2.75,1800,1.0,0,400,1965,47.7776,-122.384,8275,4,0
